time,h_wspd_1,h_wspd_2,h_wspd_3,h_wspd_4,h_wspd_5,h_wspd_6,h_wdir_1,h_wdir_2,h_wdir_3,h_wdir_4,h_wdir_5,h_wdir_6,file_date,avg_pressure,avg_temp,avg_humidity,avg_dew_point
1,10.389,11.310,11.856,11.920,11.350,9.433,-45.966,-47.458,-48.451,-49.555,-48.507,-38.835,2015-11-20,1018.4,15.9,70.2,10.0
1,6.771,7.393,7.663,7.282,6.507,4.967,61.653,60.932,57.813,57.674,56.603,58.618,2015-11-21,NA,14.1,57.1,5.5
1,9.129,9.421,9.582,9.597,9.433,8.672,-5.359,-6.096,-6.433,-6.901,-7.678,-8.459,2015-11-22,1013.3,13.1,84.4,10.5
1,11.655,12.194,12.433,12.346,11.922,10.496,-29.057,-28.691,-28.679,-29.294,-29.524,-29.264,2015-11-23,1017.6,6.9,60.5,-0.2
1,4.162,4.357,4.566,4.645,4.184,2.772,-58.652,-65.799,-66.178,-67.547,-61.775,-65.020,2015-11-24,1028.1,8.2,42.9,-3.8
1,4.144,4.421,4.485,4.535,3.872,3.275,47.698,59.913,62.322,46.013,46.204,42.272,2015-11-25,1036.4,12.4,47.0,1.3
1,7.973,8.564,8.805,8.726,8.151,6.886,83.644,84.685,85.610,86.263,86.836,89.742,2015-11-26,1039.7,15.8,76.5,11.6
1,5.182,5.432,5.497,5.382,4.970,4.192,72.707,78.648,82.307,82.211,80.348,77.103,2015-11-27,1033.6,16.1,89.8,14.4
1,3.510,3.622,3.614,3.622,3.366,3.058,-59.278,-53.737,-49.578,-53.530,-56.153,-56.588,2015-11-28,1024.6,15.4,89.7,13.7
1,6.112,6.410,6.520,6.339,5.734,4.861,-37.593,-33.599,-29.833,-27.709,-24.550,-22.736,2015-11-29,1020.7,14.9,88.4,13.0
1,9.500,10.128,10.497,10.426,10.102,9.759,45.897,47.131,48.499,49.425,49.842,50.519,2015-11-30,1022.5,14.3,90.6,12.8
1,4.439,4.935,5.259,4.974,4.483,3.325,-26.213,-27.774,-24.184,-22.751,-13.100,-1.737,2015-12-01,1019.6,14.4,95.6,13.7
1,4.884,5.416,5.837,5.971,5.156,3.092,-110.012,-128.298,-132.449,-128.138,-104.899,-35.769,2015-12-02,1013.9,14.8,98.4,14.5
1,10.932,11.648,12.051,11.753,10.702,7.952,-58.396,-60.133,-60.389,-58.666,-56.710,-43.372,2015-12-03,1013.3,13.5,70.1,7.9
1,6.300,6.752,7.024,6.745,6.147,4.887,2.761,-2.854,-5.511,-6.135,-2.638,18.296,2015-12-04,NA,9.6,60.6,2.3
1,6.332,6.657,6.749,6.662,6.351,5.445,31.908,29.026,28.914,26.516,29.198,36.169,2015-12-05,1036.3,11.2,67.2,5.3
1,5.946,6.307,6.435,6.395,6.040,4.936,32.491,28.254,26.817,24.130,27.666,35.187,2015-12-06,1033.1,11.9,77.1,8.0
1,3.130,3.106,3.078,2.995,2.789,2.550,32.540,25.803,21.852,21.994,26.873,56.036,2015-12-07,1023.4,12.3,78.2,8.5
1,5.617,5.977,6.318,6.204,5.754,4.838,-9.689,-12.693,-15.286,-15.116,-13.553,-10.678,2015-12-08,1019.4,11.1,66.3,4.9
1,4.390,4.715,4.929,4.836,4.504,3.658,-82.180,-86.324,-89.158,-89.986,-89.944,-84.397,2015-12-09,1020.4,12.7,65.8,6.4
1,4.241,4.983,5.473,5.368,4.819,3.765,-18.693,-30.551,-56.107,-60.510,-78.140,-52.395,2015-12-10,1015.9,14.4,83.0,11.6
1,6.998,7.953,8.654,9.018,8.846,8.126,-120.297,-119.375,-119.358,-118.493,-118.431,-112.662,2015-12-11,1015.9,14.7,83.0,11.8
1,6.006,6.625,7.136,7.418,7.120,6.423,-115.524,-110.348,-105.359,-101.419,-97.679,-89.182,2015-12-12,1021.0,14.8,90.2,13.2
1,5.853,6.706,7.242,7.215,6.225,4.957,-104.268,-99.096,-96.283,-95.840,-98.542,-97.552,2015-12-13,1022.3,15.0,92.8,13.9
1,9.778,11.087,11.901,12.199,11.521,8.786,-125.190,-131.582,-130.573,-124.403,-114.821,-45.353,2015-12-14,1015.3,15.9,92.1,14.6
1,9.788,11.028,11.797,11.864,11.061,7.933,-67.960,-74.119,-77.532,-79.311,-78.962,-56.639,2015-12-15,1005.3,16.2,86.1,13.8
1,4.396,4.696,4.869,4.614,4.400,3.820,44.402,36.469,33.439,36.714,43.035,50.645,2015-12-16,1016.7,12.9,71.5,7.8
1,9.284,10.360,11.037,10.988,10.295,7.861,25.770,24.641,21.615,22.779,23.872,45.643,2015-12-17,1012.7,15.5,89.1,13.7
1,6.871,7.259,7.756,7.364,6.738,5.406,-17.954,-19.672,-20.991,-26.463,-25.133,-11.971,2015-12-18,1007.8,13.0,89.8,11.3
1,9.506,10.364,10.822,10.525,9.394,7.923,-54.954,-56.608,-57.344,-57.652,-58.114,-57.229,2015-12-19,1022.0,6.4,52.7,-2.7
1,4.904,5.194,5.544,5.358,4.483,3.672,-17.577,-14.853,-10.169,-12.217,-11.003,-9.394,2015-12-20,1033.2,7.9,50.5,-1.8
1,8.719,10.881,11.605,11.957,11.058,8.258,-42.573,-117.489,-118.843,-120.762,-85.957,76.791,2015-12-22,1024.4,13.7,81.7,10.4
1,8.088,8.680,9.305,9.348,9.223,8.300,-29.622,-42.750,-45.028,-36.838,-22.276,-3.386,2015-12-23,1018.4,15.1,98.0,14.8
1,14.910,16.938,17.592,17.396,16.465,14.780,-125.802,-122.555,-120.677,-121.361,-119.043,-93.371,2015-12-24,1018.4,16.7,98.4,16.5
1,11.647,12.398,12.875,12.996,12.625,11.645,-128.072,-125.868,-124.862,-123.032,-121.275,-116.998,2015-12-25,1022.8,16.5,99.2,16.4
1,6.020,6.169,6.037,5.295,4.589,3.295,-31.667,-31.951,-31.256,-27.156,-23.540,-19.866,2015-12-26,1025.0,15.6,99.5,15.5
1,7.180,7.925,8.044,7.494,6.223,3.699,-65.860,-65.342,-62.150,-58.814,-10.556,-12.110,2015-12-27,1021.1,15.3,98.6,15.1
1,11.667,12.486,13.030,13.043,12.480,11.211,7.907,8.116,6.276,6.314,5.320,14.253,2015-12-28,1021.2,14.1,86.2,11.8
1,11.618,12.542,13.155,13.324,12.803,11.067,-35.257,-37.004,-41.111,-45.005,-35.680,-26.738,2015-12-29,1017.4,16.2,98.2,15.9
1,6.107,5.276,6.077,5.241,4.837,3.670,82.295,69.235,56.162,68.185,58.994,16.436,2015-12-30,1021.7,15.1,99.0,14.9
1,6.948,7.350,7.430,7.142,5.952,4.918,9.967,4.522,-5.007,0.145,-5.382,-10.750,2015-12-31,1019.1,14.2,96.4,13.6
1,5.421,5.714,5.789,5.736,5.544,4.986,10.915,6.978,5.451,5.030,6.142,12.576,2016-01-01,NA,10.3,74.3,5.9
1,5.847,6.204,6.474,6.276,5.820,4.798,-38.511,-42.107,-45.395,-45.152,-43.300,-31.737,2016-01-02,1020.3,8.3,57.9,0.5
1,7.385,7.963,8.137,7.892,7.202,6.150,-91.816,-95.552,-96.768,-96.782,-94.379,-88.389,2016-01-03,1015.3,9.5,54.4,0.7
1,9.616,10.412,10.689,10.365,9.562,8.416,-14.364,-16.543,-17.173,-17.003,-16.186,-14.025,2016-01-04,1014.8,6.1,61.6,-0.8
1,11.978,12.352,12.504,12.343,11.916,10.789,-11.110,-10.508,-10.427,-10.636,-11.327,-14.186,2016-01-05,1030.6,-1.0,77.7,-4.5
1,8.098,8.398,8.475,8.341,7.966,7.129,31.957,31.304,31.079,31.052,31.416,33.462,2016-01-06,1033.9,5.7,75.9,1.8
1,8.893,9.366,9.523,9.592,9.459,8.954,46.006,45.051,44.667,44.669,45.300,48.280,2016-01-07,1024.6,11.1,83.1,8.3
1,9.305,9.670,9.991,10.154,9.892,9.572,43.855,42.628,41.410,41.381,42.507,46.414,2016-01-08,NA,11.6,87.9,9.6
1,6.575,6.930,7.205,7.201,7.098,6.664,48.354,49.834,51.422,53.987,57.047,62.432,2016-01-09,1017.7,11.7,92.9,10.6
1,12.305,13.652,14.473,15.117,15.137,13.989,-53.833,-53.559,-53.249,-52.699,-51.853,-44.560,2016-01-10,1004.9,14.2,90.0,12.4
1,8.390,8.849,9.074,8.887,8.207,7.131,-59.703,-59.939,-60.714,-61.863,-61.945,-60.722,2016-01-11,1014.6,6.7,52.3,-2.6
1,8.575,9.139,9.405,8.987,8.144,7.248,-106.959,-107.689,-108.376,-109.198,-109.475,-106.637,2016-01-12,1016.8,7.4,39.6,-5.6
1,10.075,10.511,10.737,10.575,10.068,8.721,-58.328,-58.378,-58.736,-59.026,-62.164,-67.728,2016-01-13,1017.7,3.7,46.3,-6.8
1,7.084,7.796,7.950,7.745,7.151,5.878,-102.742,-102.243,-102.188,-102.610,-104.457,-104.050,2016-01-14,1018.0,6.4,49.3,-3.7
1,7.033,7.681,7.898,7.779,6.486,4.949,-64.801,-60.244,-58.237,-56.182,-55.272,-61.219,2016-01-15,1014.1,10.5,70.9,5.3
1,9.268,9.968,10.618,10.673,10.362,9.006,-32.990,-44.887,-51.879,-52.083,-52.064,-14.074,2016-01-16,999.5,10.7,87.3,8.6
1,9.927,10.308,10.584,10.395,9.873,8.869,-2.456,-9.945,-8.425,-8.854,-7.688,27.936,2016-01-17,1007.8,7.7,77.6,4.0
1,10.533,11.178,11.396,11.016,10.124,8.711,-51.088,-50.392,-50.498,-51.532,-53.799,-61.632,2016-01-18,1013.5,1.9,63.8,-4.3
1,10.640,11.470,11.660,11.089,9.673,7.519,-45.470,-44.465,-44.714,-46.293,-51.136,-69.972,2016-01-19,1023.7,-3.1,59.6,-10.0
1,7.394,7.962,8.070,7.799,6.865,5.164,-51.659,-49.689,-50.252,-50.623,-56.001,-80.106,2016-01-20,1026.2,-0.9,65.4,-6.7
1,8.921,9.478,9.642,9.395,8.531,7.235,-54.718,-54.074,-54.471,-54.919,-56.458,-62.741,2016-01-21,1022.6,1.1,69.1,-4.0
1,8.640,8.963,9.110,8.856,8.469,7.632,20.271,20.617,20.730,20.466,19.918,19.155,2016-01-22,1022.2,2.6,68.2,-2.8
1,18.117,18.630,19.031,19.401,19.999,20.373,-0.910,-0.878,-0.804,-0.313,0.249,1.473,2016-01-23,992.1,7.0,93.4,5.9
1,14.960,15.281,15.476,15.422,15.142,14.517,-28.015,-27.918,-27.868,-27.974,-27.736,-27.354,2016-01-24,1010.2,1.7,74.1,-2.6
1,4.341,4.817,5.029,4.904,4.298,2.773,-92.124,-91.106,-91.624,-92.267,-90.098,-54.573,2016-01-25,1024.9,5.4,46.1,-5.3
1,8.851,9.937,10.409,9.982,20.976,11.210,-139.438,-138.611,-135.604,-129.497,-117.441,-54.237,2016-01-26,1023.7,9.4,76.4,5.4
1,9.670,10.230,10.535,10.529,10.300,9.604,-54.037,-53.709,-53.405,-52.693,-52.079,-50.442,2016-01-27,1019.1,8.2,80.7,5.1
1,5.446,5.636,5.737,5.613,5.261,5.138,29.982,29.301,28.928,28.921,30.074,34.644,2016-01-28,1016.2,6.4,71.0,1.5
1,7.607,7.880,8.058,8.067,7.545,6.881,-39.673,-40.435,-41.095,-41.203,-40.955,-37.686,2016-01-29,NA,6.6,70.6,1.5
1,8.125,8.470,8.553,8.451,7.949,7.033,-49.341,-51.252,-51.808,-52.575,-50.875,-49.294,2016-01-30,1019.2,4.3,56.5,-3.6
1,9.879,10.704,11.290,11.202,10.281,6.985,-135.614,-132.910,-130.503,-127.498,-123.725,-116.439,2016-01-31,1018.4,8.9,77.5,5.2
1,11.123,12.403,13.201,13.533,12.311,7.577,-127.045,-124.054,-121.966,-120.207,-119.590,-115.685,2016-02-01,1013.9,9.4,80.8,6.3
1,8.917,9.273,9.506,9.632,9.467,8.597,13.441,14.491,15.575,16.214,16.059,16.423,2016-02-02,1021.3,9.0,85.2,6.6
1,13.291,14.589,15.496,15.925,15.775,16.146,-31.382,-32.595,-31.379,-31.180,-33.414,-37.444,2016-02-03,1020.8,11.2,90.7,9.7
1,9.613,10.238,9.519,8.727,7.572,6.599,-53.957,-40.374,-28.847,-25.293,-19.849,-11.944,2016-02-04,1015.8,10.8,97.8,10.4
1,12.814,13.279,13.585,13.495,12.991,12.624,-15.999,-15.680,-15.538,-15.605,-15.959,-16.646,2016-02-05,1018.6,5.3,84.8,2.8
1,5.331,5.585,5.616,5.398,5.058,5.178,15.776,14.938,14.564,13.873,13.493,14.405,2016-02-06,1030.3,4.8,54.7,-3.5
1,12.113,12.325,12.533,12.666,12.697,13.231,-0.408,-0.371,-0.207,-0.260,-0.328,0.204,2016-02-08,1014.0,5.7,70.3,0.6
1,6.250,6.327,6.351,6.332,6.143,6.948,14.046,6.847,1.312,-3.063,-3.162,4.587,2016-02-09,1002.1,6.5,79.0,3.1
1,8.215,8.547,8.592,8.581,8.143,7.155,-74.026,-76.036,-79.782,-76.971,-77.200,-78.623,2016-02-10,1008.1,2.7,58.7,-4.7
1,10.396,11.046,11.276,10.946,10.084,8.333,-62.247,-61.839,-61.854,-62.969,-64.775,-71.464,2016-02-11,1017.3,-0.1,50.8,-9.2
1,4.837,5.081,5.184,5.095,4.918,4.378,27.287,27.564,27.623,27.348,25.680,19.083,2016-02-12,1024.3,-1.5,57.5,-9.2
1,10.269,10.761,10.991,10.822,10.261,9.117,-38.051,-38.183,-38.476,-38.985,-39.694,-41.370,2016-02-13,1019.6,-1.0,63.3,-7.5
1,9.162,9.595,9.804,9.625,9.043,7.629,-21.682,-19.410,-20.566,-23.427,-27.927,-38.562,2016-02-14,1032.1,-5.4,57.8,-12.4
1,6.986,7.386,7.790,7.947,8.053,8.030,29.013,29.058,29.188,25.055,20.580,22.072,2016-02-15,1029.4,2.4,79.2,-1.0
1,15.495,16.889,18.039,18.863,19.336,19.656,-61.239,-80.762,-96.956,-107.837,-119.896,-128.318,2016-02-16,1010.6,9.8,89.7,8.2
1,3.826,3.958,4.097,3.905,3.405,6.178,13.056,8.210,7.528,8.171,10.188,33.251,2016-02-17,1015.5,6.3,78.3,2.8
1,9.333,9.739,10.036,9.908,9.373,8.075,3.411,1.081,-0.322,-0.190,0.596,0.762,2016-02-18,1028.0,4.6,60.1,-2.6
1,6.008,6.168,6.230,6.165,5.982,5.597,-3.219,-2.269,-2.103,-2.515,-3.502,-1.810,2016-02-19,1033.6,3.1,58.5,-4.3
1,11.676,12.281,12.733,13.005,13.015,12.508,-126.829,-126.108,-126.240,-125.999,-125.835,-123.763,2016-02-20,1021.9,7.9,78.9,4.4
1,10.556,10.971,11.218,11.315,11.226,11.039,-114.626,-112.076,-109.888,-107.742,-105.696,-101.413,2016-02-21,1015.3,8.7,91.8,7.4
1,10.055,10.197,10.454,10.610,10.654,10.471,-17.386,-16.305,-15.301,-14.554,-14.085,-11.519,2016-02-22,1016.0,7.8,91.4,6.5
1,9.381,9.876,10.225,10.234,10.018,9.164,50.630,55.938,59.896,63.992,67.260,68.260,2016-02-23,1017.7,8.4,94.8,7.7
1,13.023,14.028,14.867,15.451,16.033,16.273,-78.178,-76.370,-74.353,-71.222,-73.239,-73.620,2016-02-24,1010.6,10.0,99.9,10.0
1,14.569,15.704,16.524,16.958,16.725,14.966,-110.064,-110.147,-109.897,-109.439,-108.298,-104.031,2016-02-25,1000.1,10.2,72.5,5.2
1,9.460,10.302,10.471,10.194,9.252,7.382,-43.633,-44.901,-45.093,-45.454,-44.572,-41.722,2016-02-26,1013.2,6.2,55.9,-1.9
1,6.476,6.831,6.792,6.551,6.518,12.896,-34.653,-35.995,-36.401,-37.321,-36.683,-3.501,2016-02-27,1022.2,2.8,50.3,-6.5
1,7.370,7.927,7.979,7.581,7.018,17.127,-129.996,-129.762,-129.330,-126.397,-123.161,-42.789,2016-02-28,1020.1,6.6,69.8,1.5
1,11.759,13.136,14.018,14.291,13.421,10.447,-116.238,-114.654,-113.464,-111.762,-108.171,-103.380,2016-02-29,1012.7,9.5,69.5,4.2
1,8.160,9.501,10.099,9.778,8.008,6.038,22.949,20.644,20.419,22.262,25.748,34.179,2016-03-01,1017.7,9.9,76.0,5.8
1,13.976,15.152,15.958,16.141,15.875,14.564,-82.982,-82.237,-81.763,-81.308,-80.816,-79.106,2016-03-02,1009.2,9.0,76.1,4.8
1,8.357,8.594,8.688,8.523,8.071,7.226,14.287,14.269,14.149,13.483,13.081,12.981,2016-03-03,1023.3,3.0,56.5,-4.8
1,14.334,14.719,14.954,14.806,14.547,14.266,12.601,12.634,12.799,12.943,13.322,13.935,2016-03-04,1014.2,4.5,85.1,2.2
1,7.979,7.929,7.935,7.897,7.711,9.181,17.678,19.810,20.183,17.942,16.590,2.767,2016-03-05,1021.9,3.9,61.2,-3.0
1,6.059,5.777,5.789,5.755,5.801,11.637,51.859,54.507,54.027,52.524,50.680,9.376,2016-03-06,1023.8,5.6,64.8,-0.6
1,5.282,5.525,5.729,5.768,5.486,5.156,-35.537,-46.343,-47.004,-39.461,-32.526,-32.417,2016-03-07,1026.7,7.1,71.7,2.3
1,7.845,8.574,9.158,9.076,8.639,7.205,-97.554,-87.881,-76.789,-90.663,-83.835,-74.580,2016-03-08,1022.7,10.3,77.5,6.5
1,9.297,9.753,10.071,10.211,10.050,9.456,-128.957,-126.575,-124.294,-122.223,-120.419,-116.304,2016-03-09,1022.8,10.8,85.7,8.5
1,13.271,14.077,14.515,14.753,14.731,14.411,-120.732,-119.742,-118.585,-117.406,-116.216,-113.554,2016-03-10,1021.5,12.2,89.1,10.5
1,11.631,12.624,13.186,13.341,13.079,12.000,-48.937,-50.377,-49.997,-51.000,-51.038,-51.691,2016-03-11,1019.5,12.0,91.2,10.6
1,5.978,6.619,6.945,6.976,6.533,5.300,63.519,53.536,51.502,48.636,50.013,59.333,2016-03-12,1024.6,10.4,90.9,9.0
1,5.012,5.582,5.608,5.822,5.816,5.729,-49.731,-57.285,-60.257,-54.883,-42.917,-40.911,2016-03-13,1016.6,11.3,98.8,11.1
1,7.791,8.040,8.011,7.856,7.435,6.374,-30.682,-33.172,-32.897,-34.730,-35.607,-26.440,2016-03-14,1011.8,12.1,100.0,12.1
1,5.786,5.936,6.397,6.585,6.198,5.035,11.411,7.397,3.125,0.712,0.319,0.131,2016-03-15,1009.5,8.9,99.2,8.8
1,6.515,6.816,7.080,7.453,6.688,5.518,-60.667,-91.150,-96.160,-73.894,-62.762,-71.421,2016-03-16,1010.2,10.4,96.8,9.9
1,7.332,7.744,8.017,7.637,6.887,5.781,-62.305,-34.063,-16.498,-13.695,-18.492,-14.361,2016-03-17,1010.5,10.3,96.0,9.6
1,5.697,6.179,6.511,6.379,5.994,4.748,-38.923,-28.677,-28.692,-36.588,-49.406,-43.445,2016-03-18,1013.2,11.2,79.7,7.7
1,10.259,10.859,11.293,11.325,10.868,9.376,-19.151,-22.696,-24.662,-25.551,-24.902,-24.520,2016-03-19,1015.0,9.5,80.0,6.2
1,12.039,12.635,12.897,12.683,12.209,11.704,15.993,16.310,17.034,17.568,18.272,19.412,2016-03-20,1012.9,6.8,90.9,5.4
1,9.630,10.055,10.322,10.224,9.867,8.804,-28.577,-29.220,-29.773,-29.936,-29.582,-25.362,2016-03-21,1012.9,5.9,79.6,2.5
1,5.515,6.158,6.437,6.266,5.493,3.805,-86.043,-92.074,-92.853,-91.901,-93.240,-66.379,2016-03-22,1023.3,8.3,66.5,2.4
1,12.621,13.684,14.378,14.649,14.378,13.054,-131.199,-129.630,-128.363,-127.182,-126.081,-123.618,2016-03-23,1020.2,10.9,74.6,6.5
1,12.562,13.927,14.909,14.998,14.653,13.039,-135.198,-134.774,-134.776,-132.755,-129.949,-92.686,2016-03-24,1018.6,12.6,82.4,9.7
1,14.428,15.767,16.531,16.561,16.123,14.338,-145.399,-144.117,-141.617,-136.915,-124.606,-81.478,2016-03-25,1011.0,12.7,95.1,11.9
1,8.869,9.227,9.498,9.629,9.555,9.008,20.161,19.918,19.822,19.686,19.589,21.070,2016-03-26,1021.0,10.5,84.0,7.8
1,7.427,7.715,7.855,7.697,7.414,6.239,55.794,59.929,64.813,70.518,74.582,75.298,2016-03-27,1024.3,10.1,97.0,9.6
1,8.252,8.583,8.864,8.903,8.739,6.976,-36.545,-33.153,-32.110,-29.025,-22.247,-12.250,2016-03-28,1010.0,12.5,93.3,11.3
1,8.507,9.272,9.935,9.962,9.590,8.059,-27.372,-31.344,-30.161,-30.374,-28.110,-23.655,2016-03-29,1016.6,11.3,65.5,5.0
1,5.289,5.777,6.295,6.251,5.916,5.264,52.744,70.179,71.532,70.837,57.694,39.247,2016-03-30,NA,10.2,61.7,3.1
1,11.593,13.066,13.909,14.180,13.951,12.875,-141.300,-140.171,-142.064,-143.095,-143.234,-94.990,2016-03-31,1020.6,13.1,84.0,10.4
1,13.745,15.126,15.879,15.874,15.386,13.953,-143.914,-142.042,-137.975,-129.832,-105.174,-62.292,2016-04-01,1009.7,14.8,98.2,14.5
1,11.098,11.951,12.480,12.466,12.216,10.759,-82.311,-82.129,-80.822,-80.665,-80.680,-80.608,2016-04-02,1003.3,13.5,96.2,12.9
1,11.132,11.572,11.704,11.762,11.671,11.181,-84.440,-84.404,-83.485,-83.534,-83.067,-79.810,2016-04-03,1009.6,8.8,57.6,0.4
1,12.551,13.851,14.632,14.632,13.603,8.659,-141.185,-140.948,-140.102,-138.644,-137.824,-129.992,2016-04-04,1015.8,11.5,71.8,6.6
1,12.828,13.492,13.838,13.731,13.268,11.866,-8.029,-8.300,-8.510,-8.885,-9.170,-9.840,2016-04-05,1019.1,6.7,73.4,2.1
1,4.511,4.703,4.721,4.712,4.650,4.391,46.570,53.817,51.659,52.147,43.183,46.534,2016-04-06,1027.5,6.7,51.1,-2.9
1,12.767,13.972,14.864,15.403,15.407,14.180,-146.444,-145.175,-144.098,-142.545,-141.850,-140.471,2016-04-07,1008.6,12.1,86.9,9.9
1,7.491,8.073,8.402,8.283,7.773,6.199,-37.683,-39.778,-41.346,-42.235,-43.144,-45.251,2016-04-08,1006.6,10.9,63.8,4.3
1,9.553,10.114,10.391,10.388,9.966,8.383,-24.601,-24.762,-22.845,-21.361,-19.943,-21.356,2016-04-09,1008.8,9.4,59.4,1.6
1,8.320,8.652,8.789,8.503,8.084,7.865,15.211,14.546,13.679,13.145,12.204,12.406,2016-04-10,1025.8,5.3,53.0,-3.6
1,9.460,10.216,10.640,10.664,10.152,12.162,-141.041,-137.334,-135.912,-135.521,-133.988,-127.207,2016-04-11,1026.5,10.3,73.0,5.6
1,11.096,12.084,12.537,12.463,11.856,9.050,-127.960,-124.550,-121.420,-118.258,-115.782,-109.062,2016-04-12,1019.8,12.2,91.5,10.9
1,11.279,11.590,11.784,11.805,11.716,11.138,36.682,37.051,37.411,37.334,37.324,36.527,2016-04-13,1025.0,9.6,72.3,4.7
1,9.028,9.439,9.666,9.450,8.880,7.664,34.896,35.129,35.213,34.729,34.333,32.271,2016-04-14,1025.5,8.9,70.4,3.8
1,10.120,10.315,10.448,10.396,10.203,9.642,40.564,40.977,41.360,41.450,41.499,41.778,2016-04-15,1027.7,9.6,69.6,4.2
1,8.445,8.698,8.859,8.729,8.622,7.868,30.208,30.564,31.174,31.730,32.383,34.857,2016-04-16,1028.9,9.7,66.9,3.8
1,10.136,10.598,10.861,10.709,10.014,8.483,20.874,20.877,21.105,21.515,22.378,20.220,2016-04-17,1028.4,10.0,65.8,3.8
1,4.729,5.026,5.238,5.143,4.931,5.129,-6.444,-0.035,4.537,7.485,5.452,-5.661,2016-04-18,NA,11.9,73.5,7.3
1,7.074,7.523,7.801,7.717,7.273,5.636,-73.151,-64.634,-55.433,-47.282,-43.373,-39.400,2016-04-19,1017.8,14.1,74.4,9.4
1,8.219,8.823,9.214,9.195,8.544,7.146,60.206,59.770,59.810,60.715,63.613,40.699,2016-04-20,1022.6,11.9,74.2,7.4
1,8.786,9.704,10.360,10.596,10.493,9.716,-2.897,-0.716,-2.463,-2.961,-3.224,-7.391,2016-04-21,1023.0,11.9,82.1,9.0
1,9.984,10.749,11.271,11.393,11.301,10.797,-118.735,-119.387,-119.210,-118.598,-116.635,-109.550,2016-04-22,1017.3,13.9,93.6,12.9
1,5.511,6.129,6.287,6.052,5.684,5.069,-39.599,-37.763,-38.867,-33.320,-26.548,-6.294,2016-04-23,1010.8,14.7,99.0,14.6
1,8.309,8.875,9.230,9.312,9.203,8.470,32.578,29.243,28.852,28.497,27.990,34.089,2016-04-24,1016.5,12.1,70.6,6.8
1,7.586,8.469,8.986,8.628,7.829,5.558,-31.195,-59.207,-42.184,-23.894,-19.073,-5.339,2016-04-25,1018.2,12.5,72.5,7.6
1,13.738,14.781,15.563,15.695,15.288,14.125,-128.509,-127.877,-127.431,-126.703,-125.487,-122.953,2016-04-26,1011.7,15.7,81.6,12.6
1,9.122,9.998,10.566,10.135,9.247,6.734,-47.337,-47.137,-46.430,-44.371,-50.688,-64.362,2016-04-27,1010.1,14.5,89.2,12.7
1,5.520,5.137,5.491,6.125,5.939,4.660,68.158,72.122,71.696,73.430,78.273,87.657,2016-04-28,1013.4,11.8,100.0,11.8
1,7.983,7.988,8.259,8.374,8.189,7.218,20.833,21.985,20.920,21.365,19.314,17.869,2016-04-29,NA,11.7,98.7,11.5
1,7.697,8.009,7.910,7.940,8.054,8.092,28.168,26.124,25.208,24.695,24.913,26.840,2016-04-30,1020.1,10.9,96.0,10.3
1,8.368,9.392,9.536,9.526,9.464,8.332,37.332,35.255,35.499,35.312,37.298,40.170,2016-05-01,1020.2,12.5,92.5,11.3
1,10.093,10.576,10.856,10.755,10.489,9.325,-124.299,-123.477,-122.453,-121.780,-120.589,-116.807,2016-05-02,1015.0,15.0,98.9,14.8
1,8.608,8.934,8.295,7.732,6.966,5.313,-95.749,-95.489,-104.232,-103.385,-101.756,-91.648,2016-05-03,1010.1,15.6,98.4,15.4
1,5.345,5.559,5.819,5.608,5.025,3.141,-4.200,-5.431,0.797,5.035,9.333,7.751,2016-05-04,NA,12.9,100.0,12.9
1,11.063,11.079,10.949,11.127,11.277,10.777,31.568,31.411,32.064,31.838,31.555,30.040,2016-05-05,1002.1,10.2,97.2,9.8
1,5.509,5.583,5.624,5.547,5.431,4.877,44.244,20.056,9.566,11.210,24.418,29.641,2016-05-06,1004.3,10.5,90.4,9.0
1,3.386,3.900,4.175,4.013,3.463,2.657,-94.815,-101.256,-102.737,-102.756,-96.377,-62.055,2016-05-07,1008.5,12.8,88.6,10.9
1,7.636,8.493,8.959,8.954,8.490,7.144,-91.047,-90.379,-89.759,-87.955,-85.621,-81.456,2016-05-08,1008.3,14.4,84.8,11.8
1,6.717,6.934,6.799,6.428,5.637,4.295,121.726,123.924,124.950,125.347,125.320,116.443,2016-05-09,1017.7,14.8,72.1,9.7
1,5.960,6.215,6.100,5.519,4.778,3.557,36.126,37.028,35.638,38.570,42.278,38.237,2016-05-10,1021.1,13.7,94.0,12.7
1,4.923,4.861,4.750,4.264,3.694,3.099,57.705,50.046,45.135,45.714,42.099,25.869,2016-05-11,1021.2,14.1,99.1,14.0
1,4.704,4.990,4.747,4.305,3.615,2.766,52.287,52.829,53.648,50.446,45.989,36.495,2016-05-12,1019.4,14.0,99.2,13.9
1,6.536,6.957,7.224,6.898,6.151,4.930,-73.658,-49.020,-53.351,-61.822,-69.544,-79.478,2016-05-13,1014.0,15.0,99.8,14.9
1,4.596,4.785,4.882,4.717,4.360,3.779,-53.640,-56.568,-58.253,-47.584,-31.731,-28.510,2016-05-14,NA,16.1,97.9,15.7
1,7.610,8.062,8.356,8.226,7.795,6.356,-35.847,-40.848,-43.773,-48.204,-51.479,-49.096,2016-05-15,1012.7,14.1,64.5,7.4
1,4.561,4.880,4.984,4.847,4.458,3.337,-34.137,-29.799,-30.184,-28.899,-50.588,-13.259,2016-05-16,1022.0,13.8,58.4,5.6
