"time","h_wspd_1","h_wspd_2","h_wspd_3","h_wspd_4","h_wspd_5","h_wspd_6","h_wdir_1","h_wdir_2","h_wdir_3","h_wdir_4","h_wdir_5","h_wdir_6","file_date"
7,11.2396388875114,11.9216388879882,12.350944448577,12.2961944331063,11.4774722149637,7.64336111625036,-13.7220555538084,-13.134611107945,-12.6188611082546,-13.0694166722997,-13.5322500050192,-16.9388611077228,2016-01-05
8,11.7355277779367,12.5280277782016,12.7937500055631,12.7018055550257,12.0907777706782,8.81361110693879,-15.67066667421,-15.1665555577642,-14.6037500025994,-14.5041666742745,-14.140444441535,-13.2571944439701,2016-01-05
9,11.892527780003,12.6393888780806,12.9971388840675,12.9922777795792,11.9980833347638,7.6988611125946,-16.9518611152967,-16.389611113535,-15.501083350314,-15.3039444453849,-16.6890000096957,-20.2444166628685,2016-01-05
10,10.3936111129655,11.315055557092,11.8611110925674,11.6873055585225,10.8343055476083,5.85027777784401,-17.2517777834998,-16.5634444411016,-15.4457777975748,-15.3721111112647,-15.8845555621572,-21.2978333334397,2016-01-05
11,9.28600000023842,10.3459444512261,10.7733333296246,10.500083331267,9.32827778948678,4.99366666992505,-6.74486111811673,-5.93305556073371,-4.83836111011191,-5.16019444982004,-5.67925000422738,-12.6930277698777,2016-01-05
12,7.96102779494392,9.06193054887984,9.54252777788374,9.46479168269369,8.15188890390926,4.46562499897348,-5.19483333071901,-3.21712500102611,-2.23152778447502,-2.15843055207282,-3.64275000797999,-24.2940972313264,2016-01-05
13,7.09725001454353,8.18127778384421,8.54316667570008,8.29708335028754,7.1561111178663,4.11375000052982,-13.036416664525,-10.6172500014698,-8.57275000685412,-7.98772222373221,-10.0336388817699,-13.2063333313395,2016-01-05
14,6.75444444510672,7.70725002381537,8.14716667307748,7.66505555642976,6.63383334623443,3.95852777136697,-10.5591666784531,-8.40177776761974,-6.12666666516827,-5.88255555698234,-7.68208333734009,-13.7698611106351,2016-01-05
15,7.33975000447697,8.30083334869809,8.59933333476384,8.34741668303807,7.20461111360126,4.64724999659591,-7.48886111197579,-5.22141667288832,-3.62558333827804,-3.61563888714338,-5.67922221995269,-13.3677500097536,2016-01-05
16,5.95358333673742,6.77019444141123,6.98794444819291,6.87927778773838,5.92266667200459,3.97122221840752,-2.90250000106378,-1.44477778268771,0.385916665962173,1.2676388879141,-0.73194444368076,-10.4245277640534,2016-01-05
17,4.27322222007646,5.2512499922514,5.18108333481683,5.17936111105813,4.24274999224477,2.91172221626259,-4.28344444383143,-1.01641667382792,0.042777775598483,1.79774999704005,-3.70661110842807,-24.7082500357698,2016-01-05
18,3.9286666642295,5.20280555599266,5.09847221897708,4.89844445168972,3.7909166675806,2.11377778072324,-17.3887222088977,-12.2233888877349,-11.2049722262161,-11.0241388880544,-18.1415555728248,-27.7274999860219,2016-01-05
19,3.13941666295131,4.24311111023029,4.1590833304988,3.9377777725127,3.10519444339805,2.15458333013993,-22.5893055452882,-17.8393610973656,-16.8411944474756,-16.4036111275541,-24.3479444310028,-23.2158611404233,2016-01-05
20,3.09749999993377,4.28969443751706,4.50183333105511,4.22191667146153,3.13158333361149,1.80222222285759,-5.52238887675314,-3.99366667142345,-0.365083336695615,1.82844444140585,-5.97438889239604,2.1937222124305,2016-01-05
21,2.76830555862851,3.92691666768657,3.99572222467926,3.72111111170716,2.81200000074175,3.09258334017255,-9.3745000054232,-7.20952778334212,-4.97175000452954,-3.60783332269639,-11.0735833340118,1.53466667507879,2016-01-05
22,2.56755555010504,3.35152777410216,3.5944166619579,3.29572221908304,2.60258332918088,1.92505555194906,-12.5029166612816,-10.2645277906727,-8.20152777216087,-7.58080554521332,-18.2677500084684,-16.5385833040646,2016-01-05
23,2.67962499785754,3.29630555335018,3.78999999701977,3.49024999870194,2.57962499765886,1.57879166335695,-22.4515416519168,-18.1906249947039,-16.5243194420056,-13.4127638826064,-22.297666653999,10.6960139180016,2016-01-05
24,2.72711111230983,3.49116666800446,3.79386111021042,3.37466666287846,2.62191666361358,2.51527777650704,-18.9100416664841,-15.5859444557937,-14.9379444499459,-10.1228888909063,-17.4922361015591,-20.8023194014012,2016-01-05
1,3.19043055312501,3.92374999211894,4.27229165838824,3.9359722180499,3.16331943783495,2.19605555390939,-16.1015416676448,-14.5498888790732,-13.8744444330285,-10.7759444481341,-16.2637500096113,-28.0180555452075,2016-01-06
2,2.86630555301905,3.51636111312442,3.77488888303439,3.51619444655048,2.8876388884253,1.99161110913588,-17.6931388861727,-14.9501111091798,-12.9760000170457,-10.0359999984317,-15.0971111117345,-28.0114166423554,2016-01-06
3,2.67197222249375,3.23522222214275,3.52624999774827,3.19224999997351,2.60805555641651,1.80433332802935,-2.92430555306375,-0.171555558049844,1.88752777856257,5.81258333260814,-0.327388885224031,-2.98436112678713,2016-01-06
