"time","h_wspd_1","h_wspd_2","h_wspd_3","h_wspd_4","h_wspd_5","h_wspd_6","h_wdir_1","h_wdir_2","h_wdir_3","h_wdir_4","h_wdir_5","h_wdir_6","file_date","avg_pressure","avg_temp","avg_humidity","avg_dew_point"
1,6.56270775919711,7.56146875636445,7.66694676502711,7.92240799575492,7.28729398834485,6.05339988607499,-47.1237569378703,-43.7658680475157,-43.5163622610073,-45.8345376168667,-47.0012650430175,-47.8954074061358,"2016-01-01",1020.295,8.85,65.85,2.8
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.32,8.6,65.7,2.6
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.45,8.4,64.8,2.2
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.56,8.3,65.2,2.2
5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.37,8.2,65.6,2.1
6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.57,8.1,66.1,2.2
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.67,8,65.9,2
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.07,7.9,66.8,2.1
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.86,7.7,66.8,1.9
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.01,7.6,66.3,1.7
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.93,7.5,65.5,1.4
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.04,7.3,65.6,1.3
13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.02,7.2,66.1,1.3
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021,7.1,66,1.2
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.92,7.1,66.7,1.3
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.83,7.1,65.4,1
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.87,7,64.5,0.7
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.81,6.9,65,0.8
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.81,6.8,65.2,0.8
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.82,6.8,66,0.9
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.58,6.7,66.2,0.8
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.31,6.7,67.1,1
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.21,6.5,66.5,0.7
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,6.4,67,0.7
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.79,6.2,67,0.6
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.79,6.2,67.5,0.6
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.08,6.2,68.7,0.9
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.88,6.2,69.5,1
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.86,6.1,68.2,0.7
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.8,6,67.7,0.5
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.11,6,68.2,0.6
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.8,5.9,69.4,0.7
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.78,5.8,68.9,0.6
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.51,5.8,68.4,0.4
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.62,5.7,67.4,0.2
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.42,5.7,67.1,0.1
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.58,5.6,65.9,-0.2
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.49,5.6,67.3,0
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.38,5.5,66.9,-0.1
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.64,5.5,67.2,-0.1
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.61,5.5,67.1,-0.1
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.82,5.5,68.4,0.1
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.03,5.4,69.3,0.2
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.1,5.3,69.8,0.3
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.94,5.3,70.9,0.4
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.08,5.2,72.2,0.6
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.84,5.1,71.4,0.3
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.84,5.1,71.4,0.4
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.04,5.2,71.1,0.4
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.88,5.1,69.5,0
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.08,5.1,69.3,-0.1
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.12,5.1,70.3,0.1
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.06,4.9,68.9,-0.3
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.99,4.9,69,-0.3
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.98,4.9,69,-0.3
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.85,4.9,67.9,-0.5
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.64,4.9,67.1,-0.7
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.55,4.7,66.3,-1
59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.72,4.7,67.3,-0.8
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.91,4.7,66.6,-1
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.92,4.6,67,-1
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.15,4.7,66.9,-0.9
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.2,4.7,66.6,-1
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.07,4.6,67,-1
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.71,4.6,65.6,-1.3
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.66,4.6,66,-1.2
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.59,4.7,66.7,-1
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.59,4.7,66.4,-1
69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.71,4.8,66,-1
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.96,4.8,67.1,-0.8
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.8,4.7,66.7,-0.9
72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.81,4.7,65.9,-1.1
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,4.7,65.9,-1.1
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.03,4.7,66.5,-1
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.94,4.7,67.8,-0.7
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.1,4.7,68.5,-0.6
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.13,4.7,68.9,-0.5
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.03,4.6,68.3,-0.7
79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.94,4.6,67.9,-0.9
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.88,4.5,68.4,-0.8
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.98,4.5,68.7,-0.7
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.13,4.5,68.6,-0.7
83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.12,4.6,68.1,-0.8
84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.15,4.6,67.6,-0.9
85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.18,4.7,67,-0.9
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.28,4.7,67.8,-0.7
87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.12,4.7,69.5,-0.4
88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.27,4.6,68.6,-0.6
89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.25,4.7,68.4,-0.7
90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.24,4.7,67.3,-0.9
91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.14,4.6,66.7,-1.1
92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.16,4.6,66.2,-1.2
93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.77,4.6,65.1,-1.4
94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.66,4.7,64.4,-1.5
95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.64,4.7,64.1,-1.5
96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.42,4.7,64.5,-1.4
97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.34,4.8,64.9,-1.2
98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.16,4.9,64.2,-1.3
99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.94,4.9,64.6,-1.2
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.67,5,64.8,-1.1
101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.65,5.1,65.8,-0.8
102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.42,5.2,65.7,-0.7
103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.23,5.3,66.6,-0.4
104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.32,5.3,66.1,-0.5
105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.04,5.3,65.5,-0.7
106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.76,5.3,65.9,-0.5
107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.63,5.4,67.3,-0.1
108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.44,5.6,67.8,0.1
109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.26,5.5,66.8,-0.2
110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.1,5.5,67.1,-0.1
111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.08,5.6,67.9,0.2
112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016.99,5.8,67.2,0.2
113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016.91,5.8,67.6,0.3
114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016.88,5.8,67.3,0.3
115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016.85,5.9,66.8,0.2
116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016.75,6,66.5,0.2
117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016.64,6,63.9,-0.3
118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016.6,6,62.4,-0.7
119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016.81,5.9,62.9,-0.6
120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016.86,5.9,65.3,-0.1
121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.06,5.8,64.3,-0.4
122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.16,5.7,63.6,-0.7
123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.39,5.6,62.6,-1
124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.44,5.5,61.6,-1.3
125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.37,5.4,61.2,-1.5
126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.39,5.3,62.1,-1.3
127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.56,5.2,60.8,-1.8
128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.55,5.1,61,-1.7
129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.44,5.2,62.4,-1.4
130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.51,5.2,62.5,-1.3
131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.58,5.1,62.3,-1.5
132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.58,5,62.6,-1.6
133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.79,4.9,62.2,-1.7
134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.88,4.9,62.5,-1.7
135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.04,4.9,63,-1.6
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.26,4.8,62.2,-1.8
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.35,4.8,62.3,-1.8
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.23,4.9,63.3,-1.5
139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.26,4.8,61.9,-1.9
140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.33,4.8,62.8,-1.7
141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.51,4.7,61.6,-2.1
142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.63,4.7,62.5,-1.9
143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.8,4.7,63.1,-1.7
144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.8,4.7,63.1,-1.7
1,5.74875868147446,5.68743402917628,6.1015740757132,6.34169329114534,6.05715046486093,4.92003761246387,-57.8698454846111,-54.0308576461154,-54.8505104156942,-55.7873703734742,-55.7565711866788,-59.0058865710265,"2016-01-02",1018.96,4.65,63.65,-1.6
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.05,4.7,64.1,-1.5
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.11,4.6,64.3,-1.6
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.24,4.6,65.5,-1.3
5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.29,4.6,64.8,-1.4
6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.3,4.6,63.6,-1.7
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.29,4.5,62.2,-2.1
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.3,4.6,62.9,-1.9
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.35,4.6,62.2,-2
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.49,4.5,60.1,-2.5
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.53,4.5,59.9,-2.7
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.55,4.4,59.4,-2.8
13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.53,4.4,59.1,-2.9
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.59,4.4,58.2,-3.1
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.59,4.3,56.9,-3.5
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.66,4.2,56.9,-3.6
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.73,4.1,57.2,-3.6
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.82,4,56.8,-3.8
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.79,3.8,55.4,-4.3
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.9,3.7,55.9,-4.2
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.96,3.6,56.3,-4.3
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.9,3.6,56.9,-4.2
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.81,3.5,55,-4.7
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.91,3.5,56.3,-4.4
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.02,3.5,55.8,-4.5
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.06,3.5,56,-4.5
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.02,3.5,56.3,-4.3
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.95,3.5,55.8,-4.5
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,3.4,56.2,-4.5
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.89,3.4,55.9,-4.6
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.72,3.4,56.5,-4.4
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.64,3.4,57.1,-4.3
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.55,3.4,57.3,-4.2
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.46,3.3,58,-4.2
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.44,3.2,59.8,-3.8
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.45,3.3,59.4,-3.9
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.54,3.3,59.8,-3.7
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.58,3.3,59.8,-3.8
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.65,3.2,58.9,-4.1
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.64,3,59.9,-4
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.68,2.9,62.4,-3.5
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.76,2.9,62.3,-3.6
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.8,2.9,60.4,-4
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.92,3.1,60.8,-3.7
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.84,3,59.6,-4
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.91,2.9,60,-4.1
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.88,3,61.7,-3.6
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.78,2.9,61.7,-3.7
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.61,2.7,60.9,-4.1
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.51,2.7,62.3,-3.7
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.53,2.7,61.9,-3.9
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.51,2.7,61.5,-4
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.45,2.8,62.4,-3.7
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.45,2.8,61.4,-3.9
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.49,2.8,61.1,-3.9
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.52,2.8,61.4,-3.9
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.55,2.8,60.2,-4.1
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.64,2.8,61.4,-3.9
59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.7,2.8,61.7,-3.9
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.74,2.8,61.9,-3.8
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.74,2.8,63.5,-3.4
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.78,2.8,63.4,-3.5
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.92,2.6,60.5,-4.3
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.94,2.5,60.9,-4.3
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.94,2.5,59.8,-4.5
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,2.5,60.6,-4.3
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019.95,2.4,60.1,-4.6
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,2.3,60.1,-4.7
69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.03,2.3,62.3,-4.2
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.07,2.3,62.3,-4.1
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.09,2.4,63.3,-3.9
72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.17,2.3,62.7,-4.1
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.33,2.3,64.4,-3.8
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.58,2.3,63.9,-3.8
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.69,2.2,66.4,-3.4
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.85,2.2,65.7,-3.6
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.96,2.2,64.5,-3.8
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.96,2.2,64.1,-3.9
79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.11,2.3,64.6,-3.7
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.27,2.3,63.8,-3.8
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.37,2.4,62.3,-4.1
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.39,2.5,63.6,-3.7
83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.52,2.7,64,-3.4
84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.61,2.8,61.9,-3.8
85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.59,2.9,59.7,-4.2
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.44,3.1,58.1,-4.4
87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.46,3.2,57.6,-4.4
88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.46,3.2,57.2,-4.4
89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.44,3.2,57,-4.5
90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.41,3.3,55.1,-4.9
91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.42,3.3,56,-4.7
