"time","h_wspd_1","h_wspd_2","h_wspd_3","h_wspd_4","h_wspd_5","h_wspd_6","h_wdir_1","h_wdir_2","h_wdir_3","h_wdir_4","h_wdir_5","h_wdir_6","file_date"
1,6.56270775919711,7.56146875636445,7.66694676502711,7.92240799575492,7.28729398834485,6.05339988607499,-47.1237569378703,-43.7658680475157,-43.5163622610073,-45.8345376168667,-47.0012650430175,-47.8954074061358,2016-01-01
1,5.74875868147446,5.68743402917628,6.1015740757132,6.34169329114534,6.05715046486093,4.92003761246387,-57.8698454846111,-54.0308576461154,-54.8505104156942,-55.7873703734742,-55.7565711866788,-59.0058865710265,2016-01-02
1,6.80650058183681,7.03573322342778,7.3331718848287,7.48101852641062,7.03120081432164,5.49307638692126,-88.8292216410922,-87.3248431692221,-86.9149322836868,-87.7263593703341,-88.3536383068817,-89.9068576494533,2016-01-03
1,7.50009433717363,8.47581655840355,8.97268461010246,8.82257234675189,8.02617651169499,5.51740567651189,-25.1054901566796,-23.7925995315282,-22.5046984963379,-22.7035167802312,-23.9880983814427,-29.2781151543936,2016-01-04
1,7.66711863611514,8.59010069572125,8.93421469810384,8.70591319773346,7.71707754688812,4.97380034743894,-13.4962175912263,-11.4222476855712,-10.103700235272,-9.53210648183055,-12.9995231496217,-15.3623761540989,2016-01-05
1,2.29831191702021,2.6092644655401,2.75449131537781,2.51629513521092,1.93426388349134,1.54519849379875,-67.2809913276051,-66.0406736038424,-65.6695862267954,-61.4901504715199,-65.6736053221451,-22.3504745294763,2016-01-06
1,2.92883564659429,3.14130555050517,3.21822337760556,3.15828298588559,2.58264582992324,2.08928066881141,-0.428247683871779,0.699794562166746,2.49883622018396,3.06828356781905,2.78142129850513,14.8541759240602,2016-01-07
1,7.1034276674136,7.4617910956205,7.78059144527272,7.94424768679948,7.92146412578998,7.45852951117929,36.3946302047813,39.7261041639469,43.0978582148088,45.9701672338004,48.5728865581309,51.4643778917525,2016-01-08
1,8.38026331987922,8.83455961722743,9.23007523168016,9.51808565152464,9.71022106426734,9.79641262394411,76.7498414319754,78.2550457344673,79.6529363596881,80.6733732702556,81.6048373913323,83.0924409619967,2016-01-09
1,14.5659785937463,15.4455526712344,16.5343263992916,17.4147905075191,18.2367048558538,18.1890005847039,119.760957176376,120.964705465988,122.778163206931,124.811411481433,126.647903934187,123.457703735166,2016-01-10
1,8.59992940159722,9.6979450258585,10.4451834552901,10.1220225747702,8.86722396230549,6.02343981439713,135.950524910291,135.377954878542,135.017795154121,134.460035312529,134.305085091238,135.58527027065,2016-01-11
1,6.8566973374082,7.33700752167557,7.61600231334145,7.57852661774157,7.16708970292644,6.04685185227819,81.6850549754387,90.3990428426065,84.7532297754362,91.0479872722517,85.0567662007934,90.7993472180096,2016-01-12
1,9.56289004860101,10.4928715310273,11.1460711859691,10.9123697939598,9.78125000052154,6.44836284854536,135.74030672506,134.963000011665,134.734916097367,134.927830445943,134.931323515309,115.9991724914,2016-01-13
1,4.59508391157414,5.54205671160585,6.28553414573755,6.02573379779234,4.74880034820901,2.33083506834585,-91.6187974514785,-91.7077471220714,-93.3494427138788,-94.1193889108852,-95.0517586607127,-16.4894259298589,2016-01-14
1,7.07247280686956,7.92794676611269,8.85076157904334,8.63318923746201,6.97439294174141,2.64099710729228,-118.392178841829,-122.285344335547,-123.315618041401,-122.513799214584,-120.349201409773,-24.1641261795163,2016-01-15
1,8.27881076920916,8.7763252391404,9.20334201917052,9.31989583773668,9.12101158340936,8.110101859848,119.250393529556,120.666984388232,122.551381389101,123.337332161621,120.503997674408,114.727798051967,2016-01-16
1,7.1522951448488,7.5409270851452,7.89821702092334,8.06615914840113,8.05106250935131,7.391514470689,126.829729736469,127.741876726327,129.393506930669,130.830118058611,131.007483229416,131.56804109123,2016-01-17
1,9.61312500355144,10.2282893551693,10.780043404508,10.7536730358584,10.2701915554233,7.58239120773195,133.037490145498,133.002499445147,133.932905091268,133.437327559921,133.585456593081,130.530689791408,2016-01-18
1,9.00894907728665,10.618836231044,11.6897968774924,11.2061354188718,8.81864294352191,5.71008969576486,145.004991873194,145.731376151244,145.485885980129,145.077682873496,139.327239553931,96.5676718395577,2016-01-19
1,6.34197280505741,7.02296180752416,7.39537442045493,7.33729919028227,6.6216759283137,4.26860300759431,141.292267343115,140.540574065491,140.424300928028,140.316329272147,141.411972218178,134.730310776212,2016-01-20
1,7.01171528373052,7.47496644345147,7.68430556231627,7.73822396764325,7.38957407988332,6.31771759808408,92.4182667938427,93.0914097256903,93.4942279985657,93.6881938696239,93.7433142413756,93.2045584594548,2016-01-21
1,6.28971759484296,7.00414584146882,7.36329456636199,7.38466378197626,6.67082176371581,4.86391030262276,125.436397004304,127.431122111656,127.068491912727,127.748496519151,127.079032404776,129.702780110991,2016-01-22
1,22.5419056731683,23.006211228917,23.3308026567957,23.7570931671877,23.584077542885,23.6656886531854,110.337725149857,110.46687387301,110.692112303179,110.032924808046,109.62489760355,109.682955461262,2016-01-23
1,11.3751672515383,11.6719160901893,11.8356273190401,11.8719971074771,11.5387997750248,10.5172054435893,-14.2713136545716,-13.8871238408052,-13.3346753466487,-13.2260277754265,-13.4578113482664,-14.2806330994688,2016-01-24
1,4.67202314941859,4.99502372961276,5.38893634875684,5.5781579902913,5.38631134395582,4.22127141141108,-36.8977407315893,-36.5309155058498,-34.579318282806,-33.6686903905862,-33.013992475067,-43.1820815938094,2016-01-25
